Date,Title,Artist,Peak_Position,Last_Position,Weeks_on_Chart,Rank_in_Chart,New_on_Chart
2015-09-09,Good For You,Selena Gomez Featuring A$AP Rocky,6,6,10,6,False
2015-09-09,679,Fetty Wap Featuring Remy Boyz,7,8,9,7,False
2015-09-09,Locked Away,R. City Featuring Adam Levine,8,16,6,8,False
2015-09-09,Trap Queen,Fetty Wap,2,9,32,9,False
2015-09-09,Fight Song,Rachel Platten,6,7,20,10,False
2015-09-09,My Way,Fetty Wap Featuring Monty,7,11,8,11,False
2015-09-09,Photograph,Ed Sheeran,12,15,16,12,False
2015-09-09,Where Are U Now,Skrillex & Diplo With Justin Bieber,8,14,26,13,False
2015-09-09,Drag Me Down,One Direction,3,31,4,14,False
2015-09-09,See You Again,Wiz Khalifa Featuring Charlie Puth,1,13,25,15,False
2015-09-09,Shut Up And Dance,WALK THE MOON,4,10,42,16,False
2015-09-09,Cool For The Summer,Demi Lovato,16,17,9,17,False
2015-09-09,Bad Blood,Taylor Swift Featuring Kendrick Lamar,1,12,18,18,False
2015-09-09,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1,18,42,19,False
2015-09-09,Stitches,Shawn Mendes,20,32,14,20,False
2015-09-09,Worth It,Fifth Harmony Featuring Kid Ink,12,19,28,21,False
2015-09-09,Uma Thurman,Fall Out Boy,22,23,21,22,False
2015-09-09,Hit The Quan,iLoveMemphis,23,41,2,23,False
2015-09-09,Want To Want Me,Jason Derulo,5,20,25,24,False
2015-09-09,Classic Man,Jidenna Featuring Roman GianArthur,22,22,17,25,False
2015-09-09,Marvin Gaye,Charlie Puth Featuring Meghan Trainor,25,25,11,26,False
2015-09-09,"Honey, I'm Good.",Andy Grammer,9,21,27,27,False
2015-09-09,House Party,Sam Hunt,26,26,13,28,False
2015-09-09,Hotline Bling,Drake,29,34,4,29,False
2015-09-09,Flex (Ooh Ooh Ooh),Rich Homie Quan,26,28,19,30,False
2015-09-09,All Eyes On You,Meek Mill Featuring Chris Brown & Nicki Minaj,21,47,10,31,False
2015-09-09,Post To Be,Omarion Featuring Chris Brown & Jhene Aiko,13,24,34,32,False
2015-09-09,Sugar,Maroon 5,2,29,33,33,False
2015-09-09,Thinking Out Loud,Ed Sheeran,2,30,47,34,False
2015-09-09,Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",8,27,23,35,False
2015-09-09,Renegades,X Ambassadors,36,37,20,36,False
2015-09-09,Earned It (Fifty Shades Of Grey),The Weeknd,3,33,36,37,False
2015-09-09,Again,Fetty Wap,33,40,3,38,False
2015-09-09,Back To Back,Drake,21,35,4,39,False
2015-09-09,Crash And Burn,Thomas Rhett,36,36,16,40,False
2015-09-09,Buy Me A Boat,Chris Janson,41,44,14,41,False
2015-09-09,"John Cougar, John Deere, John 3:16",Keith Urban,42,48,12,42,False
2015-09-09,Smoke Break,Carrie Underwood,43,0,0,43,True
2015-09-09,Planez,Jeremih Featuring J. Cole,44,51,14,44,False
2015-09-09,B**** Better Have My Money,Rihanna,15,45,23,45,False
2015-09-09,"I Don't Like It, I Love It",Flo Rida Featuring Robin Thicke & Verdine White,43,43,10,46,False
2015-09-09,She's Kinda Hot,5 Seconds Of Summer,22,42,6,47,False
2015-09-09,Love Me Like You Do,Ellie Goulding,3,46,34,48,False
2015-09-09,This Could Be Us,Rae Sremmurd,49,53,12,49,False
2015-09-09,Kick The Dust Up,Luke Bryan,26,39,15,50,False
2015-09-09,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,51,57,8,51,False
2015-09-09,Love Myself,Hailee Steinfeld,52,74,3,52,False
2015-09-09,Strip It Down,Luke Bryan,53,62,4,53,False
2015-09-09,Lose My Mind,Brett Eldredge,54,58,12,54,False
2015-09-09,Hell Of A Night,Dustin Lynch,55,59,13,55,False
2015-09-09,How Deep Is Your Love,Calvin Harris & Disciples,56,61,6,56,False
2015-09-09,Ex's & Oh's,Elle King,57,67,8,57,False
2015-09-09,Nasty Freestyle,T-Wayne,9,52,20,58,False
2015-09-09,Where Ya At,Future Featuring Drake,59,85,6,59,False
2015-09-09,Save It For A Rainy Day,Kenny Chesney,60,69,6,60,False
2015-09-09,Straight Outta Compton,N.W.A,38,38,2,61,False
2015-09-09,Here,Alessia Cara,62,79,4,62,False
2015-09-09,Burning House,Cam,63,70,7,63,False
2015-09-09,Beautiful Now,Zedd Featuring Jon Bellion,64,66,12,64,False
2015-09-09,Boyz-N-The Hood,Eazy-E,50,50,2,65,False
2015-09-09,Rotten To The Core,"Dove Cameron, Cameron Boyce, Booboo Stewart & Sofia Carson",38,60,4,66,False
2015-09-09,Black Magic,Little Mix,67,68,3,67,False
2015-09-09,El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias,66,72,23,68,False
2015-09-09,Comfortable,K Camp,69,71,4,69,False
2015-09-09,Loving You Easy,Zac Brown Band,40,55,14,70,False
2015-09-09,Young & Crazy,Frankie Ballard,55,56,14,71,False
2015-09-09,Be Real,Kid Ink Featuring DeJ Loaf,43,63,20,72,False
2015-09-09,Anything Goes,Florida Georgia Line,73,78,7,73,False
2015-09-09,Ghost Town,Adam Lambert,67,77,11,74,False
2015-09-09,Should've Been Us,Tori Kelly,64,64,7,75,False
2015-09-09,Break Up With Him,Old Dominion,76,81,8,76,False
2015-09-09,Fly,Maddie & Tae,67,75,7,77,False
2015-09-09,Cheyenne,Jason Derulo,66,73,5,78,False
2015-09-09,R.I.C.O.,Meek Mill Featuring Drake,40,80,9,79,False
2015-09-09,I'm Comin' Over,Chris Young,57,84,9,80,False
2015-09-09,Sangria,Blake Shelton,38,82,20,81,False
2015-09-09,Do It Again,Pia Mia Featuring Chris Brown & Tyga,71,87,9,82,False
2015-09-09,Omen,Disclosure Featuring Sam Smith,64,83,4,83,False
2015-09-09,Let Me See Ya Girl,Cole Swindell,84,90,4,84,False
2015-09-09,Kiss You In The Morning,Michael Ray,55,76,14,85,False
2015-09-09,Real Life,Jake Owen,74,88,10,86,False
2015-09-09,Levels,Nick Jonas,87,0,0,87,True
2015-09-09,Nothin' Like You,Dan + Shay,88,95,3,88,False
2015-09-09,Alright,Kendrick Lamar,82,94,10,89,False
2015-09-09,One Man Can Change The World,Big Sean Featuring Kanye West & John Legend,90,92,8,90,False
2015-09-09,No Role Modelz,J. Cole,91,0,2,91,False
2015-09-09,Gonna Wanna Tonight,Chase Rice,92,97,3,92,False
2015-09-09,100,The Game Featuring Drake,90,98,4,93,False
2015-09-09,Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",94,0,0,94,True
2015-09-09,One Hell Of An Amen,Brantley Gilbert,44,91,18,95,False
2015-09-09,Liquor,Chris Brown,96,0,0,96,True
2015-09-09,High By The Beach,Lana Del Rey,51,65,3,97,False
2015-09-09,About You,Trey Songz,98,0,0,98,True
2015-09-09,Cecilia And The Satellite,Andrew McMahon In The Wilderness,99,0,0,99,True
2015-09-16,What Do You Mean?,Justin Bieber,1,1,1,1,False
2015-09-16,Can't Feel My Face,The Weeknd,1,1,13,2,False
2015-09-16,The Hills,The Weeknd,3,4,15,3,False
2015-09-16,Watch Me,Silento,3,3,28,4,False
2015-09-16,Cheerleader,OMI,1,2,20,5,False
2015-09-16,Lean On,Major Lazer & DJ Snake Featuring MO,4,5,22,6,False
2015-09-16,Good For You,Selena Gomez Featuring A$AP Rocky,6,6,11,7,False
2015-09-16,679,Fetty Wap Featuring Remy Boyz,7,7,10,8,False
2015-09-16,Locked Away,R. City Featuring Adam Levine,8,8,7,9,False
2015-09-16,Where Are U Now,Skrillex & Diplo With Justin Bieber,8,13,27,10,False
2015-09-16,Cool For The Summer,Demi Lovato,11,17,10,11,False
2015-09-16,Photograph,Ed Sheeran,12,12,17,12,False
2015-09-16,Fight Song,Rachel Platten,6,10,21,13,False
2015-09-16,Trap Queen,Fetty Wap,2,9,33,14,False
2015-09-16,Wildest Dreams,Taylor Swift,15,0,2,15,False
2015-09-16,My Way,Fetty Wap Featuring Monty,7,11,9,16,False
2015-09-16,Shut Up And Dance,WALK THE MOON,4,16,43,17,False
2015-09-16,Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",18,94,2,18,False
2015-09-16,Stitches,Shawn Mendes,19,20,15,19,False
2015-09-16,See You Again,Wiz Khalifa Featuring Charlie Puth,1,15,26,20,False
2015-09-16,Bad Blood,Taylor Swift Featuring Kendrick Lamar,1,18,19,21,False
2015-09-16,Hotline Bling,Drake,22,29,5,22,False
2015-09-16,Drag Me Down,One Direction,3,14,5,23,False
2015-09-16,Hit The Quan,iLoveMemphis,23,23,3,24,False
2015-09-16,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1,19,43,25,False
2015-09-16,Marvin Gaye,Charlie Puth Featuring Meghan Trainor,25,26,12,26,False
2015-09-16,Uma Thurman,Fall Out Boy,22,22,22,27,False
2015-09-16,All Eyes On You,Meek Mill Featuring Chris Brown & Nicki Minaj,21,31,11,28,False
2015-09-16,Worth It,Fifth Harmony Featuring Kid Ink,12,21,29,29,False
2015-09-16,Classic Man,Jidenna Featuring Roman GianArthur,22,25,18,30,False
2015-09-16,Flex (Ooh Ooh Ooh),Rich Homie Quan,26,30,20,31,False
2015-09-16,Want To Want Me,Jason Derulo,5,24,26,32,False
2015-09-16,House Party,Sam Hunt,26,28,14,33,False
2015-09-16,Thinking Out Loud,Ed Sheeran,2,34,48,34,False
2015-09-16,"Honey, I'm Good.",Andy Grammer,9,27,28,35,False
2015-09-16,Sugar,Maroon 5,2,33,34,36,False
2015-09-16,Earned It (Fifty Shades Of Grey),The Weeknd,3,37,37,37,False
2015-09-16,Post To Be,Omarion Featuring Chris Brown & Jhene Aiko,13,32,35,38,False
2015-09-16,Back To Back,Drake,21,39,5,39,False
2015-09-16,Renegades,X Ambassadors,36,36,21,40,False
2015-09-16,"John Cougar, John Deere, John 3:16",Keith Urban,41,42,13,41,False
2015-09-16,Again,Fetty Wap,33,38,4,42,False
2015-09-16,Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",8,35,24,43,False
2015-09-16,Love Myself,Hailee Steinfeld,44,52,4,44,False
2015-09-16,Buy Me A Boat,Chris Janson,41,41,15,45,False
2015-09-16,Crash And Burn,Thomas Rhett,36,40,17,46,False
2015-09-16,Prisoner,The Weeknd Featuring Lana Del Rey,47,0,0,47,True
2015-09-16,Strip It Down,Luke Bryan,48,53,5,48,False
2015-09-16,Planez,Jeremih Featuring J. Cole,44,44,15,49,False
2015-09-16,Ex's & Oh's,Elle King,50,57,9,50,False
2015-09-16,Should've Been Us,Tori Kelly,51,75,8,51,False
2015-09-16,Where Ya At,Future Featuring Drake,52,59,7,52,False
2015-09-16,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,51,51,9,53,False
2015-09-16,Tell Your Friends,The Weeknd,54,0,0,54,True
2015-09-16,How Deep Is Your Love,Calvin Harris & Disciples,55,56,7,55,False
2015-09-16,This Could Be Us,Rae Sremmurd,49,49,13,56,False
2015-09-16,"I Don't Like It, I Love It",Flo Rida Featuring Robin Thicke & Verdine White,43,46,11,57,False
2015-09-16,She's Kinda Hot,5 Seconds Of Summer,22,47,7,58,False
2015-09-16,Lose My Mind,Brett Eldredge,54,54,13,59,False
2015-09-16,Acquainted,The Weeknd,60,0,0,60,True
2015-09-16,Hell Of A Night,Dustin Lynch,55,55,14,61,False
2015-09-16,Real Life,The Weeknd,62,0,0,62,True
2015-09-16,Save It For A Rainy Day,Kenny Chesney,60,60,7,63,False
2015-09-16,Kick The Dust Up,Luke Bryan,26,50,16,64,False
2015-09-16,El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias,65,68,24,65,False
2015-09-16,Here,Alessia Cara,62,62,5,66,False
2015-09-16,Burning House,Cam,63,63,8,67,False
2015-09-16,Comfortable,K Camp,68,69,5,68,False
2015-09-16,Fly,Maddie & Tae,67,77,8,69,False
2015-09-16,Levels,Nick Jonas,70,87,2,70,False
2015-09-16,Beautiful Now,Zedd Featuring Jon Bellion,64,64,13,71,False
2015-09-16,Ghost Town,Adam Lambert,67,74,12,72,False
2015-09-16,Anything Goes,Florida Georgia Line,73,73,8,73,False
2015-09-16,Black Magic,Little Mix,67,67,4,74,False
2015-09-16,Break Up With Him,Old Dominion,75,76,9,75,False
2015-09-16,Smoke Break,Carrie Underwood,43,43,2,76,False
2015-09-16,Roots,Imagine Dragons,77,0,0,77,True
2015-09-16,I'm Comin' Over,Chris Young,57,80,10,78,False
2015-09-16,Shameless,The Weeknd,79,0,0,79,True
2015-09-16,Rotten To The Core,"Dove Cameron, Cameron Boyce, Booboo Stewart & Sofia Carson",38,66,5,80,False
2015-09-16,Cheyenne,Jason Derulo,66,78,6,81,False
2015-09-16,One Man Can Change The World,Big Sean Featuring Kanye West & John Legend,82,90,9,82,False
2015-09-16,Loving You Easy,Zac Brown Band,40,70,15,83,False
2015-09-16,Alright,Kendrick Lamar,82,89,11,84,False
2015-09-16,Losers,The Weeknd Featuring Labrinth,85,0,0,85,True
2015-09-16,Do It Again,Pia Mia Featuring Chris Brown & Tyga,71,82,10,86,False
2015-09-16,R.I.C.O.,Meek Mill Featuring Drake,40,79,10,87,False
2015-09-16,Let Me See Ya Girl,Cole Swindell,84,84,5,88,False
2015-09-16,Omen,Disclosure Featuring Sam Smith,64,83,5,89,False
2015-09-16,Young & Crazy,Frankie Ballard,55,71,15,90,False
2015-09-16,100,The Game Featuring Drake,90,93,5,91,False
2015-09-16,No Role Modelz,J. Cole,91,91,3,92,False
2015-09-16,Dark Times,The Weeknd Featuring Ed Sheeran,93,0,0,93,True
2015-09-16,Nothin' Like You,Dan + Shay,88,88,4,94,False
2015-09-16,Jet Black Heart,5 Seconds Of Summer,95,0,0,95,True
2015-09-16,Gonna Wanna Tonight,Chase Rice,92,92,4,96,False
2015-09-16,New Americana,Halsey,97,0,0,97,True
2015-09-16,The Night Is Still Young,Nicki Minaj,31,0,16,98,False
2015-09-16,Real Life,Jake Owen,74,86,11,99,False
2015-09-23,Can't Feel My Face,The Weeknd,1,2,14,1,False
2015-09-23,The Hills,The Weeknd,2,3,16,2,False
2015-09-23,What Do You Mean?,Justin Bieber,1,1,2,3,False
2015-09-23,Watch Me,Silento,3,4,29,4,False
2015-09-23,Cheerleader,OMI,1,5,21,5,False
2015-09-23,Lean On,Major Lazer & DJ Snake Featuring MO,4,6,23,6,False
2015-09-23,Good For You,Selena Gomez Featuring A$AP Rocky,6,7,12,7,False
2015-09-23,679,Fetty Wap Featuring Remy Boyz,7,8,11,8,False
2015-09-23,Locked Away,R. City Featuring Adam Levine,8,9,8,9,False
2015-09-23,Photograph,Ed Sheeran,10,12,18,10,False
2015-09-23,Cool For The Summer,Demi Lovato,11,11,11,11,False
2015-09-23,Wildest Dreams,Taylor Swift,12,15,3,12,False
2015-09-23,Where Are U Now,Skrillex & Diplo With Justin Bieber,8,10,28,13,False
2015-09-23,Stitches,Shawn Mendes,14,19,16,14,False
2015-09-23,My Way,Fetty Wap Featuring Monty,7,16,10,15,False
2015-09-23,Hotline Bling,Drake,16,22,6,16,False
2015-09-23,Fight Song,Rachel Platten,6,13,22,17,False
2015-09-23,Trap Queen,Fetty Wap,2,14,34,18,False
2015-09-23,Shut Up And Dance,WALK THE MOON,4,17,44,19,False
2015-09-23,Hit The Quan,iLoveMemphis,20,24,4,20,False
2015-09-23,See You Again,Wiz Khalifa Featuring Charlie Puth,1,20,27,21,False
2015-09-23,Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",18,18,3,22,False
2015-09-23,Marvin Gaye,Charlie Puth Featuring Meghan Trainor,23,26,13,23,False
2015-09-23,Drag Me Down,One Direction,3,23,6,24,False
2015-09-23,Bad Blood,Taylor Swift Featuring Kendrick Lamar,1,21,20,25,False
2015-09-23,Uma Thurman,Fall Out Boy,22,27,23,26,False
2015-09-23,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1,25,44,27,False
2015-09-23,All Eyes On You,Meek Mill Featuring Chris Brown & Nicki Minaj,21,28,12,28,False
2015-09-23,Flex (Ooh Ooh Ooh),Rich Homie Quan,26,31,21,29,False
2015-09-23,Worth It,Fifth Harmony Featuring Kid Ink,12,29,30,30,False
2015-09-23,Want To Want Me,Jason Derulo,5,32,27,31,False
2015-09-23,Thinking Out Loud,Ed Sheeran,2,34,49,32,False
2015-09-23,Classic Man,Jidenna Featuring Roman GianArthur,22,30,19,33,False
2015-09-23,Earned It (Fifty Shades Of Grey),The Weeknd,3,37,38,34,False
2015-09-23,House Party,Sam Hunt,26,33,15,35,False
2015-09-23,Love Myself,Hailee Steinfeld,36,44,5,36,False
2015-09-23,Renegades,X Ambassadors,36,40,22,37,False
2015-09-23,"Honey, I'm Good.",Andy Grammer,9,35,29,38,False
2015-09-23,Back To Back,Drake,21,39,6,39,False
2015-09-23,Post To Be,Omarion Featuring Chris Brown & Jhene Aiko,13,38,36,40,False
2015-09-23,Sugar,Maroon 5,2,36,35,41,False
2015-09-23,Buy Me A Boat,Chris Janson,41,45,16,42,False
2015-09-23,Crash And Burn,Thomas Rhett,36,46,18,43,False
2015-09-23,"John Cougar, John Deere, John 3:16",Keith Urban,41,41,14,44,False
2015-09-23,How Deep Is Your Love,Calvin Harris & Disciples,45,55,8,45,False
2015-09-23,Ex's & Oh's,Elle King,46,50,10,46,False
2015-09-23,Again,Fetty Wap,33,42,5,47,False
2015-09-23,Where Ya At,Future Featuring Drake,48,52,8,48,False
2015-09-23,Strip It Down,Luke Bryan,48,48,6,49,False
2015-09-23,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,50,53,10,50,False
2015-09-23,Planez,Jeremih Featuring J. Cole,44,49,16,51,False
2015-09-23,Lose My Mind,Brett Eldredge,52,59,14,52,False
2015-09-23,This Could Be Us,Rae Sremmurd,49,56,14,53,False
2015-09-23,Comfortable,K Camp,54,68,6,54,False
2015-09-23,Save It For A Rainy Day,Kenny Chesney,55,63,8,55,False
2015-09-23,El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias,56,65,25,56,False
2015-09-23,"I Don't Like It, I Love It",Flo Rida Featuring Robin Thicke & Verdine White,43,57,12,57,False
2015-09-23,Here,Alessia Cara,58,66,6,58,False
2015-09-23,Burning House,Cam,59,67,9,59,False
2015-09-23,Levels,Nick Jonas,60,70,3,60,False
2015-09-23,She's Kinda Hot,5 Seconds Of Summer,22,58,8,61,False
2015-09-23,Fly,Maddie & Tae,62,69,9,62,False
2015-09-23,Kick The Dust Up,Luke Bryan,26,64,17,63,False
2015-09-23,Ghost Town,Adam Lambert,64,72,13,64,False
2015-09-23,Hell Of A Night,Dustin Lynch,55,61,15,65,False
2015-09-23,Anything Goes,Florida Georgia Line,66,73,9,66,False
2015-09-23,Break Up With Him,Old Dominion,67,75,10,67,False
2015-09-23,Should've Been Us,Tori Kelly,51,51,9,68,False
2015-09-23,Black Magic,Little Mix,67,74,5,69,False
2015-09-23,Tell Your Friends,The Weeknd,54,54,2,70,False
2015-09-23,Smoke Break,Carrie Underwood,43,76,3,71,False
2015-09-23,Acquainted,The Weeknd,60,60,2,72,False
2015-09-23,I'm Comin' Over,Chris Young,57,78,11,73,False
2015-09-23,Beautiful Now,Zedd Featuring Jon Bellion,64,71,14,74,False
2015-09-23,Antidote,Travis Scott,75,0,0,75,True
2015-09-23,No Role Modelz,J. Cole,76,92,4,76,False
2015-09-23,Prisoner,The Weeknd Featuring Lana Del Rey,47,47,2,77,False
2015-09-23,Let Me See Ya Girl,Cole Swindell,78,88,6,78,False
2015-09-23,Real Life,The Weeknd,62,62,2,79,False
2015-09-23,Rotten To The Core,"Dove Cameron, Cameron Boyce, Booboo Stewart & Sofia Carson",38,80,6,80,False
2015-09-23,Nothin' Like You,Dan + Shay,81,94,5,81,False
2015-09-23,Alright,Kendrick Lamar,82,84,12,82,False
2015-09-23,Burn Slow,Wiz Khalifa Featuring Rae Sremmurd,83,0,0,83,True
2015-09-23,White Iverson,Post Malone,84,0,0,84,True
2015-09-23,Do It Again,Pia Mia Featuring Chris Brown & Tyga,71,86,11,85,False
2015-09-23,Gonna Wanna Tonight,Chase Rice,86,96,5,86,False
2015-09-23,Liquor,Chris Brown,87,0,2,87,False
2015-09-23,R.I.C.O.,Meek Mill Featuring Drake,40,87,11,88,False
2015-09-23,Loving You Easy,Zac Brown Band,40,83,16,89,False
2015-09-23,About You,Trey Songz,90,0,2,90,False
2015-09-23,Dark Times,The Weeknd Featuring Ed Sheeran,91,93,2,91,False
2015-09-23,100,The Game Featuring Drake,90,91,6,92,False
2015-09-23,Real Life,Jake Owen,74,99,12,93,False
2015-09-23,One Man Can Change The World,Big Sean Featuring Kanye West & John Legend,82,82,10,94,False
2015-09-23,Cheyenne,Jason Derulo,66,81,7,95,False
2015-09-23,Omen,Disclosure Featuring Sam Smith,64,89,6,96,False
2015-09-23,New Americana,Halsey,97,97,2,97,False
2015-09-23,Ginza,J Balvin,98,0,0,98,True
2015-09-23,Shameless,The Weeknd,79,79,2,99,False
2015-09-30,The Hills,The Weeknd,1,2,17,1,False
2015-09-30,What Do You Mean?,Justin Bieber,1,3,3,2,False
2015-09-30,Can't Feel My Face,The Weeknd,1,1,15,3,False
2015-09-30,Watch Me,Silento,3,4,30,4,False
2015-09-30,Good For You,Selena Gomez Featuring A$AP Rocky,5,7,13,5,False
2015-09-30,Locked Away,R. City Featuring Adam Levine,6,9,9,6,False
2015-09-30,679,Fetty Wap Featuring Remy Boyz,7,8,12,7,False
2015-09-30,Cheerleader,OMI,1,5,22,8,False
2015-09-30,Hotline Bling,Drake,9,16,7,9,False
2015-09-30,Lean On,Major Lazer & DJ Snake Featuring MO,4,6,24,10,False
2015-09-30,Photograph,Ed Sheeran,10,10,19,11,False
2015-09-30,Stitches,Shawn Mendes,12,14,17,12,False
2015-09-30,Wildest Dreams,Taylor Swift,12,12,4,13,False
2015-09-30,Cool For The Summer,Demi Lovato,11,11,12,14,False
2015-09-30,My Way,Fetty Wap Featuring Monty,7,15,11,15,False
2015-09-30,Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",16,22,4,16,False
2015-09-30,Trap Queen,Fetty Wap,2,18,35,17,False
2015-09-30,Fight Song,Rachel Platten,6,17,23,18,False
2015-09-30,Where Are U Now,Skrillex & Diplo With Justin Bieber,8,13,29,19,False
2015-09-30,Shut Up And Dance,WALK THE MOON,4,19,45,20,False
2015-09-30,Hit The Quan,iLoveMemphis,20,20,5,21,False
2015-09-30,Marvin Gaye,Charlie Puth Featuring Meghan Trainor,22,23,14,22,False
2015-09-30,See You Again,Wiz Khalifa Featuring Charlie Puth,1,21,28,23,False
2015-09-30,Drag Me Down,One Direction,3,24,7,24,False
2015-09-30,Uma Thurman,Fall Out Boy,22,26,24,25,False
2015-09-30,All Eyes On You,Meek Mill Featuring Chris Brown & Nicki Minaj,21,28,13,26,False
2015-09-30,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1,27,45,27,False
2015-09-30,Renegades,X Ambassadors,28,37,23,28,False
2015-09-30,Bad Blood,Taylor Swift Featuring Kendrick Lamar,1,25,21,29,False
2015-09-30,Love Myself,Hailee Steinfeld,30,36,6,30,False
2015-09-30,Flex (Ooh Ooh Ooh),Rich Homie Quan,26,29,22,31,False
2015-09-30,Want To Want Me,Jason Derulo,5,31,28,32,False
2015-09-30,Back To Back,Drake,21,39,7,33,False
2015-09-30,Ex's & Oh's,Elle King,34,46,11,34,False
2015-09-30,Worth It,Fifth Harmony Featuring Kid Ink,12,30,31,35,False
2015-09-30,Earned It (Fifty Shades Of Grey),The Weeknd,3,34,39,36,False
2015-09-30,Thinking Out Loud,Ed Sheeran,2,32,50,37,False
2015-09-30,"Honey, I'm Good.",Andy Grammer,9,38,30,38,False
2015-09-30,Classic Man,Jidenna Featuring Roman GianArthur,22,33,20,39,False
2015-09-30,Strip It Down,Luke Bryan,40,49,7,40,False
